Entity	Date	CumulativeTesting	Daily.change.in.cumulative.total
Switzerland - tests performed	2021-02-23	4578655	27499
Switzerland - tests performed	2021-02-24	4605033	26378
Switzerland - tests performed	2021-02-25	4635812	30779
Switzerland - tests performed	2021-02-26	4666571	30759
Switzerland - tests performed	2021-02-27	4682921	16350
Switzerland - tests performed	2021-02-28	4691815	8894
Switzerland - tests performed	2021-03-01	4719591	27776
Switzerland - tests performed	2021-03-02	4749361	29770
Switzerland - tests performed	2021-03-03	4777991	28630
Switzerland - tests performed	2021-03-04	4808763	30772
Switzerland - tests performed	2021-03-05	4840231	31468
Switzerland - tests performed	2021-03-06	4856342	16111
Switzerland - tests performed	2021-03-07	4865413	9071
Switzerland - tests performed	2021-03-08	4896714	31301
Switzerland - tests performed	2021-03-09	4930028	33314
Switzerland - tests performed	2021-03-10	4961901	31873
Switzerland - tests performed	2021-03-11	4996472	34571
Switzerland - tests performed	2021-03-12	5030733	34261
Switzerland - tests performed	2021-03-13	5048442	17709
Switzerland - tests performed	2021-03-14	5058795	10353
Switzerland - tests performed	2021-03-15	5094437	35642
Switzerland - tests performed	2021-03-16	5132113	37676
Switzerland - tests performed	2021-03-17	5169975	37862
Switzerland - tests performed	2021-03-18	5211334	41359
Switzerland - tests performed	2021-03-19	5251282	39948
Switzerland - tests performed	2021-03-20	5273836	22554
Switzerland - tests performed	2021-03-21	5287150	13314
Switzerland - tests performed	2021-03-22	5328526	41376
Switzerland - tests performed	2021-03-23	5370869	42343
Switzerland - tests performed	2021-03-24	5410645	39776
Switzerland - tests performed	2021-03-25	5454425	43780
Switzerland - tests performed	2021-03-26	5498790	44365
Switzerland - tests performed	2021-03-27	5525747	26957
Switzerland - tests performed	2021-03-28	5540786	15039
Switzerland - tests performed	2021-03-29	5579993	39207
Switzerland - tests performed	2021-03-30	5627888	47895
Switzerland - tests performed	2021-03-31	5684908	57020
Switzerland - tests performed	2021-04-01	5742476	57568
Switzerland - tests performed	2021-04-02	5770649	28173
Switzerland - tests performed	2021-04-03	5799721	29072
Switzerland - tests performed	2021-04-04	5816756	17035
Switzerland - tests performed	2021-04-05	5834721	17965
Switzerland - tests performed	2021-04-06	5872827	38106
Switzerland - tests performed	2021-04-07	5912166	39339
Switzerland - tests performed	2021-04-08	5950833	38667
Switzerland - tests performed	2021-04-09	5986401	35568
Switzerland - tests performed	2021-04-10	6007931	21530
Switzerland - tests performed	2021-04-11	6019966	12035
Switzerland - tests performed	2021-04-12	6048795	28829
Switzerland - tests performed	2021-04-13	6080481	31686
Switzerland - tests performed	2021-04-14	6111132	30651
Switzerland - tests performed	2021-04-15	6144354	33222
Switzerland - tests performed	2021-04-16	6176773	32419
Switzerland - tests performed	2021-04-17	6195887	19114
Switzerland - tests performed	2021-04-18	6206817	10930
Switzerland - tests performed	2021-04-19	6233449	26632
Switzerland - tests performed	2021-04-20	6261954	28505
Switzerland - tests performed	2021-04-21	6290849	28895
Switzerland - tests performed	2021-04-22	6324299	33450
Switzerland - tests performed	2021-04-23	6357490	33191
Switzerland - tests performed	2021-04-24	6378442	20952
Switzerland - tests performed	2021-04-25	6389962	11520
Switzerland - tests performed	2021-04-26	6417066	27104
Switzerland - tests performed	2021-04-27	6446689	29623
Switzerland - tests performed	2021-04-28	6476455	29766
Switzerland - tests performed	2021-04-29	6509659	33204
Switzerland - tests performed	2021-04-30	6542774	33115
Switzerland - tests performed	2021-05-01	6561618	18844
Switzerland - tests performed	2021-05-02	6571993	10375
Switzerland - tests performed	2021-05-03	6597387	25394
Switzerland - tests performed	2021-05-04	6624696	27309
Switzerland - tests performed	2021-05-05	6653064	28368
Switzerland - tests performed	2021-05-06	6678469	25405
Taiwan - people tested	2020-01-16	4	4
Taiwan - people tested	2020-01-17	NA	NA
Taiwan - people tested	2020-01-18	5	1
Taiwan - people tested	2020-01-19	6	1
Taiwan - people tested	2020-01-20	8	2
Taiwan - people tested	2020-01-21	20	12
Taiwan - people tested	2020-01-22	64	44
Taiwan - people tested	2020-01-23	134	70
Taiwan - people tested	2020-01-24	191	57
Taiwan - people tested	2020-01-25	282	91
Taiwan - people tested	2020-01-26	399	117
Taiwan - people tested	2020-01-27	522	123
Taiwan - people tested	2020-01-28	617	95
Taiwan - people tested	2020-01-29	723	106
Taiwan - people tested	2020-01-30	823	100
Taiwan - people tested	2020-01-31	916	93
Taiwan - people tested	2020-02-01	1003	87
Taiwan - people tested	2020-02-02	1067	64
Taiwan - people tested	2020-02-03	1198	131
Taiwan - people tested	2020-02-04	1301	103
Taiwan - people tested	2020-02-05	1458	157
Taiwan - people tested	2020-02-06	1535	77
Taiwan - people tested	2020-02-07	1734	199
Taiwan - people tested	2020-02-08	1959	225
Taiwan - people tested	2020-02-09	2087	128
Taiwan - people tested	2020-02-10	2292	205
Taiwan - people tested	2020-02-11	2460	168
Taiwan - people tested	2020-02-12	2588	128
Taiwan - people tested	2020-02-13	2703	115
Taiwan - people tested	2020-02-14	2775	72
Taiwan - people tested	2020-02-15	2864	89
Taiwan - people tested	2020-02-16	2976	112
Taiwan - people tested	2020-02-17	3789	813
Taiwan - people tested	2020-02-18	4621	832
Taiwan - people tested	2020-02-19	5317	696
Taiwan - people tested	2020-02-20	6113	796
Taiwan - people tested	2020-02-21	6827	714
Taiwan - people tested	2020-02-22	7271	444
Taiwan - people tested	2020-02-23	7599	328
Taiwan - people tested	2020-02-24	8297	698
Taiwan - people tested	2020-02-25	8906	609
Taiwan - people tested	2020-02-26	9427	521
Taiwan - people tested	2020-02-27	9947	520
Taiwan - people tested	2020-02-28	10318	371
Taiwan - people tested	2020-02-29	10829	511
Taiwan - people tested	2020-03-01	11259	430
Taiwan - people tested	2020-03-02	11859	600
Taiwan - people tested	2020-03-03	12365	506
Taiwan - people tested	2020-03-04	12850	485
Taiwan - people tested	2020-03-05	13147	297
Taiwan - people tested	2020-03-06	13528	381
Taiwan - people tested	2020-03-07	13835	307
Taiwan - people tested	2020-03-08	14133	298
Taiwan - people tested	2020-03-09	14609	476
Taiwan - people tested	2020-03-10	14941	332
Taiwan - people tested	2020-03-11	15386	445
Taiwan - people tested	2020-03-12	16063	677
Taiwan - people tested	2020-03-13	16502	439
Taiwan - people tested	2020-03-14	16881	379
Taiwan - people tested	2020-03-15	17187	306
Taiwan - people tested	2020-03-16	17917	730
Taiwan - people tested	2020-03-17	18790	873
Taiwan - people tested	2020-03-18	19987	1197
Taiwan - people tested	2020-03-19	21350	1363
Taiwan - people tested	2020-03-20	22721	1371
Taiwan - people tested	2020-03-21	23768	1047
Taiwan - people tested	2020-03-22	24579	811
Taiwan - people tested	2020-03-23	25718	1139
Taiwan - people tested	2020-03-24	26642	924
Taiwan - people tested	2020-03-25	27580	938
Taiwan - people tested	2020-03-26	28509	929
Taiwan - people tested	2020-03-27	29373	864
Taiwan - people tested	2020-03-28	29900	527
Taiwan - people tested	2020-03-29	30735	835
Taiwan - people tested	2020-03-30	31758	1023
Taiwan - people tested	2020-03-31	32682	924
Taiwan - people tested	2020-04-01	33691	1009
Taiwan - people tested	2020-04-02	34513	822
Taiwan - people tested	2020-04-03	35393	880
Taiwan - people tested	2020-04-04	36257	864
Taiwan - people tested	2020-04-05	37169	912
Taiwan - people tested	2020-04-06	38983	1814
Taiwan - people tested	2020-04-07	40668	1685
Taiwan - people tested	2020-04-08	42296	1628
Taiwan - people tested	2020-04-09	43872	1576
Taiwan - people tested	2020-04-10	45436	1564
Taiwan - people tested	2020-04-11	46527	1091
Taiwan - people tested	2020-04-12	47191	664
Taiwan - people tested	2020-04-13	48531	1340
Taiwan - people tested	2020-04-14	49735	1204
Taiwan - people tested	2020-04-15	50687	952
Taiwan - people tested	2020-04-16	51590	903
Taiwan - people tested	2020-04-17	52428	838
Taiwan - people tested	2020-04-18	52985	557
Taiwan - people tested	2020-04-19	53609	624
Taiwan - people tested	2020-04-20	55444	1835
Taiwan - people tested	2020-04-21	56815	1371
Taiwan - people tested	2020-04-22	57969	1154
Taiwan - people tested	2020-04-23	58983	1014
Taiwan - people tested	2020-04-24	59810	827
Taiwan - people tested	2020-04-25	60429	619
Taiwan - people tested	2020-04-26	60924	495
Taiwan - people tested	2020-04-27	61664	740
Taiwan - people tested	2020-04-28	62358	694
Taiwan - people tested	2020-04-29	62842	484
Taiwan - people tested	2020-04-30	63337	495
Taiwan - people tested	2020-05-01	63711	374
Taiwan - people tested	2020-05-02	64091	380
Taiwan - people tested	2020-05-03	64433	342
Taiwan - people tested	2020-05-04	64961	528
Taiwan - people tested	2020-05-05	65593	632
Taiwan - people tested	2020-05-06	66044	451
Taiwan - people tested	2020-05-07	66461	417
Taiwan - people tested	2020-05-08	66863	402
Taiwan - people tested	2020-05-09	67132	269
Taiwan - people tested	2020-05-10	67399	267
Taiwan - people tested	2020-05-11	67761	362
Taiwan - people tested	2020-05-12	68110	349
Taiwan - people tested	2020-05-13	68387	277
Taiwan - people tested	2020-05-14	68661	274
Taiwan - people tested	2020-05-15	68984	323
Taiwan - people tested	2020-05-16	69204	220
Taiwan - people tested	2020-05-17	69389	185
Taiwan - people tested	2020-05-18	69658	269
Taiwan - people tested	2020-05-19	69881	223
Taiwan - people tested	2020-05-20	70107	226
Taiwan - people tested	2020-05-21	70343	236
Taiwan - people tested	2020-05-22	70530	187
Taiwan - people tested	2020-05-23	70700	170
Taiwan - people tested	2020-05-24	70883	183
Taiwan - people tested	2020-05-25	71105	222
Taiwan - people tested	2020-05-26	71404	299
Taiwan - people tested	2020-05-27	71587	183
Taiwan - people tested	2020-05-28	71757	170
Taiwan - people tested	2020-05-29	71913	156
Taiwan - people tested	2020-05-30	72087	174
Taiwan - people tested	2020-05-31	72324	237
Taiwan - people tested	2020-06-01	72510	186
Taiwan - people tested	2020-06-02	72688	178
Taiwan - people tested	2020-06-03	72876	188
Taiwan - people tested	2020-06-04	73046	170
Taiwan - people tested	2020-06-05	73230	184
Taiwan - people tested	2020-06-06	73368	138
Taiwan - people tested	2020-06-07	73476	108
Taiwan - people tested	2020-06-08	73605	129
Taiwan - people tested	2020-06-09	73757	152
Taiwan - people tested	2020-06-10	73909	152
Taiwan - people tested	2020-06-11	74044	135
Taiwan - people tested	2020-06-12	74186	142
Taiwan - people tested	2020-06-13	74304	118
Taiwan - people tested	2020-06-14	74415	111
Taiwan - people tested	2020-06-15	74560	145
Taiwan - people tested	2020-06-16	74707	147
Taiwan - people tested	2020-06-17	74853	146
Taiwan - people tested	2020-06-18	74988	135
Taiwan - people tested	2020-06-19	75147	159
Taiwan - people tested	2020-06-20	75261	114
Taiwan - people tested	2020-06-21	75365	104
Taiwan - people tested	2020-06-22	75521	156
Taiwan - people tested	2020-06-23	75647	126
Taiwan - people tested	2020-06-24	75820	173
Taiwan - people tested	2020-06-25	76037	217
Taiwan - people tested	2020-06-26	76213	176
Taiwan - people tested	2020-06-27	76367	154
Taiwan - people tested	2020-06-28	76494	127
Taiwan - people tested	2020-06-29	76678	184
Taiwan - people tested	2020-06-30	76888	210
Taiwan - people tested	2020-07-01	77029	141
Taiwan - people tested	2020-07-02	77158	129
Taiwan - people tested	2020-07-03	77298	140
Taiwan - people tested	2020-07-04	77417	119
Taiwan - people tested	2020-07-05	77568	151
Taiwan - people tested	2020-07-06	77745	177
Taiwan - people tested	2020-07-07	77881	136
Taiwan - people tested	2020-07-08	78022	141
Taiwan - people tested	2020-07-09	78210	188
Taiwan - people tested	2020-07-10	78375	165
Taiwan - people tested	2020-07-11	78493	118
Taiwan - people tested	2020-07-12	78619	126
Taiwan - people tested	2020-07-13	78745	126
Taiwan - people tested	2020-07-14	78900	155
Taiwan - people tested	2020-07-15	79064	164
Taiwan - people tested	2020-07-16	79255	191
Taiwan - people tested	2020-07-17	79400	145
Taiwan - people tested	2020-07-18	79511	111
Taiwan - people tested	2020-07-19	79646	135
Taiwan - people tested	2020-07-20	79807	161
Taiwan - people tested	2020-07-21	79950	143
Taiwan - people tested	2020-07-22	80106	156
Taiwan - people tested	2020-07-23	80269	163
Taiwan - people tested	2020-07-24	80404	135
Taiwan - people tested	2020-07-25	80499	95
Taiwan - people tested	2020-07-26	80622	123
Taiwan - people tested	2020-07-27	80823	201
Taiwan - people tested	2020-07-28	81164	341
Taiwan - people tested	2020-07-29	81384	220
Taiwan - people tested	2020-07-30	81587	203
Taiwan - people tested	2020-07-31	81822	235
Taiwan - people tested	2020-08-01	81926	104
Taiwan - people tested	2020-08-02	82058	132
Taiwan - people tested	2020-08-03	82331	273
Taiwan - people tested	2020-08-04	82523	192
Taiwan - people tested	2020-08-05	82735	212
Taiwan - people tested	2020-08-06	82949	214
Taiwan - people tested	2020-08-07	83113	164
Taiwan - people tested	2020-08-08	83286	173
Taiwan - people tested	2020-08-09	83428	142
Taiwan - people tested	2020-08-10	83675	247
Taiwan - people tested	2020-08-11	83822	147
Taiwan - people tested	2020-08-12	84012	190
Taiwan - people tested	2020-08-13	84241	229
Taiwan - people tested	2020-08-14	84439	198
Taiwan - people tested	2020-08-15	84572	133
Taiwan - people tested	2020-08-16	84696	124
Taiwan - people tested	2020-08-17	84956	260
Taiwan - people tested	2020-08-18	85121	165
Taiwan - people tested	2020-08-19	85343	222
Taiwan - people tested	2020-08-20	85557	214
Taiwan - people tested	2020-08-21	85774	217
Taiwan - people tested	2020-08-22	85902	128
Taiwan - people tested	2020-08-23	86019	117
Taiwan - people tested	2020-08-24	86261	242
Taiwan - people tested	2020-08-25	86416	155
Taiwan - people tested	2020-08-26	86598	182
Taiwan - people tested	2020-08-27	86802	204
Taiwan - people tested	2020-08-28	86979	177
Taiwan - people tested	2020-08-29	87127	148
Taiwan - people tested	2020-08-30	87284	157
Taiwan - people tested	2020-08-31	87499	215
Taiwan - people tested	2020-09-01	87643	144
Taiwan - people tested	2020-09-02	87795	152
Taiwan - people tested	2020-09-03	88027	232
Taiwan - people tested	2020-09-04	88269	242
Taiwan - people tested	2020-09-05	88381	112
Taiwan - people tested	2020-09-06	88554	173
Taiwan - people tested	2020-09-07	88742	188
Taiwan - people tested	2020-09-08	88929	187
Taiwan - people tested	2020-09-09	89084	155
Taiwan - people tested	2020-09-10	89308	224
Taiwan - people tested	2020-09-11	89494	186
Taiwan - people tested	2020-09-12	89620	126
Taiwan - people tested	2020-09-13	89830	210
Taiwan - people tested	2020-09-14	89984	154
Taiwan - people tested	2020-09-15	90144	160
Taiwan - people tested	2020-09-16	90426	282
Taiwan - people tested	2020-09-17	91106	680
Taiwan - people tested	2020-09-18	91457	351
Taiwan - people tested	2020-09-19	91552	95
Taiwan - people tested	2020-09-20	91650	98
Taiwan - people tested	2020-09-21	91933	283
Taiwan - people tested	2020-09-22	92108	175
Taiwan - people tested	2020-09-23	92365	257
Taiwan - people tested	2020-09-24	92563	198
Taiwan - people tested	2020-09-25	92700	137
Taiwan - people tested	2020-09-26	92975	275
Taiwan - people tested	2020-09-27	93179	204
Taiwan - people tested	2020-09-28	93438	259
Taiwan - people tested	2020-09-29	93649	211
Taiwan - people tested	2020-09-30	93909	260
Taiwan - people tested	2020-10-01	94061	152
Taiwan - people tested	2020-10-02	94453	392
Taiwan - people tested	2020-10-03	94562	109
Taiwan - people tested	2020-10-04	94729	167
Taiwan - people tested	2020-10-05	95085	356
Taiwan - people tested	2020-10-06	95255	170
Taiwan - people tested	2020-10-07	95687	432
Taiwan - people tested	2020-10-08	96277	590
Taiwan - people tested	2020-10-09	96616	339
Taiwan - people tested	2020-10-10	96730	114
Taiwan - people tested	2020-10-11	96853	123
Taiwan - people tested	2020-10-12	97158	305
Taiwan - people tested	2020-10-13	97429	271
Taiwan - people tested	2020-10-14	97774	345
Taiwan - people tested	2020-10-15	98363	589
Taiwan - people tested	2020-10-16	98745	382
Taiwan - people tested	2020-10-17	98877	132
